Title,Company,Location,Experience,Post_Date,Today,Summary,Salary,Url,Portal
eDiscovery Data Analyst,Law In Order,Hyderabad/Secunderabad,0-3 Yrs,1 Day Ago,08/09/2022,Expectations: The eDiscovery Data Analyst is expected to be fully committed to their jo...,Not disclosed,https://www.naukri.com/job-listings-ediscovery-data-analyst-law-in-order-hyderabad-secunderabad-0-to-3-years-080822500631,Naukri
Operational Risk Data Analyst,Invesco,Hyderabad/Secunderabad,2-7 Yrs,Today,08/09/2022,Operational Risk Data AnalystDepartment:EMEA Operational RiskReports To:Operational Ris...,Not disclosed,https://www.naukri.com/job-listings-operational-risk-data-analyst-invesco-india-pvt-ltd-hyderabad-secunderabad-2-to-7-years-090822900656,Naukri
Data Analyst,Tech Mahindra,"Hyderabad/Secunderabad, Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-9 Yrs,4 Days Ago,08/09/2022,Database admin certification is good to have To setup database connection with various ...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-tech-mahindra-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-9-years-040822009614,Naukri
Business Data Analyst,Sterlite Technologies,"Hyderabad/Secunderabad, Kolkata, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-10 Yrs,13 Days Ago,08/09/2022,"Roles and Responsibilities Define and deliver metrics, reporting platforms, dashboards,...","12,00,000 - 18,00,000 PA.",https://www.naukri.com/job-listings-business-data-analyst-sterlite-technologies-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-260722009554,Naukri
Sr Data Analyst,Indihire Private Limited,"Hyderabad/Secunderabad, Bangalore/Bengaluru",7-12 Yrs,3 Days Ago,08/09/2022,"Bachelor s degree in a quantitative field (Mathematics, Economics, Statistics, Quantita...",Not disclosed,https://www.naukri.com/job-listings-sr-data-analyst-indihire-private-limited-hyderabad-secunderabad-bangalore-bengaluru-7-to-12-years-050822006996,Naukri
Senior Data Analyst,ValueLabs (India),Hyderabad/Secunderabad,5-10 Yrs,3 Days Ago,08/09/2022,build solutions to have maximum scale and self-service ability by partners,Not disclosed,https://www.naukri.com/job-listings-senior-data-analyst-valuelabs-india-hyderabad-secunderabad-5-to-10-years-050822500544,Naukri
Data analyst,NEXTLINK TECHNOLOGIES INDIA PRIVATE LIMITED,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",0-5 Yrs,2 Days Ago,08/09/2022,"Managing master data, including creation, updates, and deletion. Managing users and use...","6,00,000 - 16,00,000 PA.",https://www.naukri.com/job-listings-data-analyst-nextlink-technologies-india-private-limited-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-070822000047,Naukri
Data Analyst,NxtWave Disruptive Technologies Private Limited,Hyderabad/Secunderabad(Nanakramguda),1-2 Yrs,1 Day Ago,08/09/2022,Should be a good team player and possess a positive attitude towards work ethics Willin...,"6,00,000 - 10,00,000 PA.",https://www.naukri.com/job-listings-data-analyst-nxtwave-disruptive-technologies-private-limited-hyderabad-secunderabad-1-to-2-years-140722013529,Naukri
Data Analyst- Sales/Data Automation Associate,OwnBackup,Hyderabad/Secunderabad,1-3 Yrs,1 Day Ago,08/09/2022,Deep understanding of importance of data and managing master data Salesforce or any oth...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-sales-data-automation-associate-ownbackup-hyderabad-secunderabad-1-to-3-years-080822500397,Naukri
Data Analyst,STANPLUS TECHNOLOGIES PRIVATE LIMITED,"Hyderabad/Secunderabad(Kondapur), Kondapur",2-4 Yrs,1 Day Ago,08/09/2022,"5 years of relevant experience Bachelors in Engineering, Computer Science, Math, or rel...",Not disclosed,https://www.naukri.com/job-listings-data-analyst-stanplus-technologies-private-limited-hyderabad-secunderabad-kondapur-2-to-4-years-080822003924,Naukri
Data Analyst - Python/Artificial Intelligence,iMindYourBusiness,"Hyderabad/Secunderabad, Kolkata, Mumbai, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",0-2 Yrs,7 Days Ago,08/09/2022,Candidates must have ability to work from home and also in a position to use their pers...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-python-artificial-intelligence-imindyourbusiness-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-0-to-2-years-010822903709,Naukri
Required DATA Analyst Urgently!!!!,Tech Mahindra,Hyderabad/Secunderabad,6-11 Yrs,5 Days Ago,08/09/2022,"Digital Employee Experience Data Analyst will be responsible to track, interpret, analy...",Not disclosed,https://www.naukri.com/job-listings-required-data-analyst-urgently-tech-mahindra-ltd-hyderabad-secunderabad-6-to-11-years-040822001764,Naukri
Sr. Data Analyst,Saras Solutions India Pvt Ltd.,Hyderabad/Secunderabad,3-8 Yrs,5 Days Ago,08/09/2022,"Technical: Minimum 3 years of experience in related field Advanced knowledge of SQL, Ad...",Not disclosed,https://www.naukri.com/job-listings-sr-data-analyst-saras-solutions-india-pvt-ltd-hyderabad-secunderabad-3-to-8-years-030822501339,Naukri
Senior Data Analyst,FMC,Hyderabad/Secunderabad,5-10 Yrs,6 Days Ago,08/09/2022,"Should work in US shift Graduate / Post Graduate with related field preferred, or equiv...",Not disclosed,https://www.naukri.com/job-listings-senior-data-analyst-fmc-technologies-india-pvt-ltd-hyderabad-secunderabad-5-to-10-years-020822005692,Naukri
Senior Data Analyst,Silicon Valley Bank,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",6-10 Yrs,11 Days Ago,08/09/2022,Bachelor s degree in related discipline or equivalent combination of education and / or...,Not disclosed,https://www.naukri.com/job-listings-senior-data-analyst-svb-global-services-india-llp-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-6-to-10-years-290722001448,Naukri
Senior Data Analyst,Symphoni HR Private Limited,Hyderabad/Secunderabad,5-10 Yrs,2 Days Ago,08/09/2022,Exp:5+Np:45 DaysLocation: HyderabadMandatory skills: Apache Druid kindly find the below...,Not disclosed,https://www.naukri.com/job-listings-senior-data-analyst-symphoni-hr-private-limited-hyderabad-secunderabad-5-to-10-years-060822603868,Naukri
Senior Data Analyst,Symphoni HR Private Limited,Hyderabad/Secunderabad,5-10 Yrs,2 Days Ago,08/09/2022,Exp:5+Np:45 DaysLocation: HyderabadMandatory skills: Apache Druid kindly find the below...,Not disclosed,https://www.naukri.com/job-listings-senior-data-analyst-symphoni-hr-private-limited-hyderabad-secunderabad-5-to-10-years-060822003866,Naukri
Hiring For Data Analyst (DA)/ Team Lead (TL) -Clinical Data management,Cognizant,"Hyderabad/Secunderabad, Kolkata, Pune, Bangalore/Bengaluru, Mumbai (All Areas)",3-8 Yrs,14 Days Ago,08/09/2022,Manage programming only changes (Move to DWA for LSH and SD for EDC when SOP and T11 / ...,Not disclosed,https://www.naukri.com/job-listings-hiring-for-data-analyst-da-team-lead-tl-clinical-data-management-cognizant-technology-solutions-india-pvt-ltd-kolkata-hyderabad-secunderabad-pune-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-250722007690,Naukri
Data Analyst,SADUP SOFTECH PVT.LTD,Hyderabad/Secunderabad,0-3 Yrs,12 Days Ago,08/09/2022,BCom / B Sc / BE / B Tech / M Tech / Diploma in Computer Science pass out from 2016 to ...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-sadup-softech-pvt-ltd-hyderabad-secunderabad-0-to-3-years-080622001917,Naukri
Call For Clinical Data Analyst - Hyd/Bangalore/Pune/Mumbai/Kolkata,Cognizant,"Hyderabad/Secunderabad, Kolkata, Pune, Bangalore/Bengaluru, Mumbai (All Areas)",6-9 Yrs,14 Days Ago,08/09/2022,Hands on experience on at least 2 of the 3 phases of Clinical Data Management (start up...,Not disclosed,https://www.naukri.com/job-listings-call-for-clinical-data-analyst-hyd-bangalore-pune-mumbai-kolkata-cognizant-technology-solutions-india-pvt-ltd-kolkata-hyderabad-secunderabad-pune-bangalore-bengaluru-mumbai-all-areas-6-to-9-years-250722005743,Naukri
Senior Data Analyst,NomiSo India Private Limited,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-10 Yrs,8 Days Ago,08/09/2022,"Experience in AWS Athena, Redshift and MySQLThis individual must be a strong data analy...",Not disclosed,https://www.naukri.com/job-listings-senior-data-analyst-nomiso-india-private-limited-hyderabad-secunderabad-bangalore-bengaluru-5-to-10-years-010822000700,Naukri
Data Analyst,ValueLabs (India),Hyderabad/Secunderabad,3-8 Yrs,6 Days Ago,08/09/2022,build solutions to have maximum scale and self-service ability by partners,Not disclosed,https://www.naukri.com/job-listings-data-analyst-valuelabs-india-hyderabad-secunderabad-3-to-8-years-020822500983,Naukri
Data Analyst,ValueLabs (India),Hyderabad/Secunderabad,4-6 Yrs,6 Days Ago,08/09/2022,Experience in automating regression using any open source language Experience in multip...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-valuelabs-india-hyderabad-secunderabad-4-to-6-years-020822500982,Naukri
Data Transformation Analyst II,IHS Markit,Hyderabad/Secunderabad,0-3 Yrs,13 Days Ago,08/09/2022,"0 - 3 years of experience in data research A willingness to learn, with a passion for a...",Not disclosed,https://www.naukri.com/job-listings-data-transformation-analyst-ii-ihs-markit-hyderabad-secunderabad-0-to-3-years-260722500583,Naukri
Data Analyst - Python/Artificial Intelligence,iMindYourBusiness,"Hyderabad/Secunderabad, Kolkata, Mumbai, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",0-2 Yrs,7 Days Ago,08/09/2022,Candidates must have ability to work from home and also in a position to use their pers...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-python-artificial-intelligence-imindyourbusiness-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-0-to-2-years-010822903709,Naukri
Sr Data Transformation Analyst I,IHS Markit,Hyderabad/Secunderabad,5-7 Yrs,3 Days Ago,08/09/2022,Minimum typing speed of 40 wpmMaster s degree and 5+ years of relevant work experienceE...,Not disclosed,https://www.naukri.com/job-listings-sr-data-transformation-analyst-i-ihs-markit-hyderabad-secunderabad-5-to-7-years-050822500690,Naukri
Senior Data Engineering Analyst,Optum,Hyderabad/Secunderabad,5-10 Yrs,5 Days Ago,08/09/2022,Minimum 16 years of Education 5+ years of experience in SQL Administration Experience i...,Not disclosed,https://www.naukri.com/job-listings-senior-data-engineering-analyst-optum-global-solutions-india-private-limited-hyderabad-secunderabad-5-to-10-years-040822901370,Naukri
Data Analyst,Community Biodata,"Hyderabad/Secunderabad, Kolkata, Indore, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",0-5 Yrs,4 Days Ago,08/09/2022,We have immediate openings for Data Analyst Trainees for our client. Interested candida...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-community-biodata-kolkata-indore-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-200722010262,Naukri
HCL Hiring Data Analyst,HCL Technologies,Hyderabad/Secunderabad,2-5 Yrs,13 Days Ago,08/09/2022,"Location: HyderabadShift: RotationalExperience: 2-5 Mandatory Skills: SQL, Advance Exce...",Not disclosed,https://www.naukri.com/job-listings-hcl-hiring-data-analyst-hcl-technologies-limited-hyderabad-secunderabad-2-to-5-years-270722001559,Naukri
Senior Data Analyst,Symphoni HR Private Limited,Hyderabad/Secunderabad,5-10 Yrs,2 Days Ago,08/09/2022,Exp:5+Np:45 DaysLocation: HyderabadMandatory skills: Apache Druid kindly find the below...,Not disclosed,https://www.naukri.com/job-listings-senior-data-analyst-symphoni-hr-private-limited-hyderabad-secunderabad-5-to-10-years-060822603868,Naukri
Senior Data Analyst,Symphoni HR Private Limited,Hyderabad/Secunderabad,5-10 Yrs,2 Days Ago,08/09/2022,Exp:5+Np:45 DaysLocation: HyderabadMandatory skills: Apache Druid kindly find the below...,Not disclosed,https://www.naukri.com/job-listings-senior-data-analyst-symphoni-hr-private-limited-hyderabad-secunderabad-5-to-10-years-060822003866,Naukri
Pactera Edge is hiring For Sr. Data Analyst Position.,Pactera,Hyderabad/Secunderabad,2-5 Yrs,12 Days Ago,08/09/2022,Proficient with SQL and large data analysisProficient with Power BIProficient with Exce...,Not disclosed,https://www.naukri.com/job-listings-pactera-edge-is-hiring-for-sr-data-analyst-position-pactera-technologies-india-private-limited-hyderabad-secunderabad-2-to-5-years-270722007423,Naukri
Data Analyst - FinTech,Primo Hiring,"Hyderabad/Secunderabad, Kolkata, Mumbai, Visakhapatnam, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",1-2 Yrs,12 Days Ago,08/09/2022,Knowledge of statistics and experience using statistical packages for analyzing dataset...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-fintech-primo-hiring-kolkata-mumbai-visakhapatnam-vizag-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-1-to-2-years-270722912918,Naukri
EIM Data Analyst,Virtusa,Hyderabad/Secunderabad,2-4 Yrs,12 Days Ago,08/09/2022,Collaborate with Product Owners and stakeholders to understand the business requirement...,Not disclosed,https://www.naukri.com/job-listings-eim-data-analyst-virtusa-consulting-services-pvt-ltd-hyderabad-secunderabad-2-to-4-years-270722907927,Naukri
Data Analyst,Optum,Hyderabad/Secunderabad,5-10 Yrs,Today,08/09/2022,Experience in SAS maintenance and migration projects Masters Degree in science / Techno...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-optum-global-solutions-india-private-limited-hyderabad-secunderabad-5-to-10-years-090822900515,Naukri
Data Engineering Analyst,Telstra,Hyderabad/Secunderabad,3-7 Yrs,4 Days Ago,08/09/2022,"Prepare data for predictive and prescriptive modelling, perform analysis, fix issues an...",Not disclosed,https://www.naukri.com/job-listings-data-engineering-analyst-telstra-india-pvt-ltd-hyderabad-secunderabad-3-to-7-years-040822501583,Naukri
"Analyst I, Global Financial Data Operations",Kroll Associates (India) Pvt Ltd,Hyderabad/Secunderabad,0-2 Yrs,5 Days Ago,08/09/2022,"The successful candidate will have a Bachelor s or Master s degree in Finance, Accounti...",Not disclosed,https://www.naukri.com/job-listings-analyst-i-global-financial-data-operations-kroll-associates-india-pvt-ltd-hyderabad-secunderabad-0-to-2-years-030822501962,Naukri
Data Analyst/Scientist,TRH Consultancy Services,"Hyderabad/Secunderabad, Mumbai, Pune, Chennai, Bangalore/Bengaluru",5-10 Yrs,8 Days Ago,08/09/2022,Qualification: Any Graduation,Not disclosed,https://www.naukri.com/job-listings-data-analyst-scientist-trh-consultancy-services-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-310722902128,Naukri
Data Analyst - FinTech,Primo Hiring,"Hyderabad/Secunderabad, Kolkata, Mumbai, Lucknow, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",1-2 Yrs,6 Days Ago,08/09/2022,Knowledge of statistics and experience using statistical packages for analyzing dataset...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-fintech-primo-hiring-kolkata-mumbai-hyderabad-secunderabad-lucknow-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-1-to-2-years-020822911021,Naukri
Hiring Data Analyst For IT product Based Company-HYD,Kanary Staffing Private Limited,Hyderabad/Secunderabad,1-4 Yrs,4 Days Ago,08/09/2022,Hiring Data Analyst for Leading IT Product Company HYDERABAD (Immediate Joiners)..Notic...,Not disclosed,https://www.naukri.com/job-listings-hiring-data-analyst-for-it-product-based-company-hyd-kanary-staffing-private-limited-hyderabad-secunderabad-1-to-4-years-040822008516,Naukri
Data Analyst,Saras Solutions India Pvt Ltd.,Hyderabad/Secunderabad,1-6 Yrs,10 Days Ago,08/09/2022,Minimum 1 year of experience in related field,Not disclosed,https://www.naukri.com/job-listings-data-analyst-saras-solutions-india-pvt-ltd-hyderabad-secunderabad-1-to-6-years-290722501975,Naukri
data analyst,Nidhi Maritime Consultancy,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram",3-6 Yrs,10 Days Ago,08/09/2022,"Skills Required : i) with proficiency in data management, interpretation and manipulation",Not disclosed,https://www.naukri.com/job-listings-data-analyst-nidhi-maritime-consultancy-hyderabad-secunderabad-pune-gurgaon-gurugram-3-to-6-years-290722500416,Naukri
Data Analyst,Quant System Inc,,,8 Days Ago,08/09/2022,"Computer Science, Engineering, Information Management or a related (quantitative) field...","7,00,000 - 15,00,000 PA.",https://www.naukri.com/job-listings-data-analyst-quant-system-inc-noida-hyderabad-secunderabad-delhi-ncr-4-to-9-years-010822000997,Naukri
Data Analyst - Python / PySpark,Hashtag Global Solutions,Hyderabad/Secunderabad,4-9 Yrs,6 Days Ago,08/09/2022,Attention to detail as data analysis and reporting must be precise Guide the Developmen...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-python-pyspark-hashtag-global-solutions-hyderabad-secunderabad-4-to-9-years-020822910893,Naukri
Data Analyst,Anlage Infotech (I) Pvt. Ltd.,,,14 Days Ago,08/09/2022,"Prior experience with developing data visualisations in tools like Tableau, Metabase an...",Not disclosed,https://www.naukri.com/job-listings-data-analyst-anlage-infotech-i-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-10-years-260722001515,Naukri
Payer Data Analyst,STAR4RALL IT SOLUTIONS PRIVATE LIMITED,,,6 Days Ago,08/09/2022,Experience and desire to work in a global delivery model from a permanent work from hom...,"5,00,000 - 15,00,000 PA.",https://www.naukri.com/job-listings-payer-data-analyst-star4rall-it-solutions-private-limited-hyderabad-secunderabad-3-to-5-years-030822001837,Naukri
Hiring Digital Employee Experience Data Analyst,Jade Global,"Hyderabad/Secunderabad, Pune",6-9 Yrs,11 Days Ago,08/09/2022,"Digital Employee Experience Data Analyst will be responsible to track, interpret, analy...","7,00,000 - 17,00,000 PA.",https://www.naukri.com/job-listings-hiring-digital-employee-experience-data-analyst-jade-global-software-pvt-ltd-hyderabad-secunderabad-pune-6-to-9-years-280722011803,Naukri
US Staffing DATA Analyst- Night Shift,ACS Global Tech Solutions,"Hyderabad/Secunderabad, Noida,",4-9 Yrs,12 Days Ago,08/09/2022,Good exposure of SQL & Reporting & Power BI Good Communication skills,Not disclosed,https://www.naukri.com/job-listings-us-staffing-data-analyst-night-shift-acs-global-tech-solutions-pvt-ltd-hyderabad-secunderabad-noida-4-to-9-years-270722012894,Naukri
Associate Analyst- Data Analytics,The Hackett Group,Hyderabad/Secunderabad,1-3 Yrs,12 Days Ago,08/09/2022,Job Description The Associate Analyst is an individual who provides support to the inte...,Not disclosed,https://www.naukri.com/job-listings-associate-analyst-data-analytics-hackett-group-india-limited-hyderabad-secunderabad-1-to-3-years-140722010176,Naukri
Data Transformation Analyst II,IHS Markit,Hyderabad/Secunderabad,1-4 Yrs,13 Days Ago,08/09/2022,"1 - 4 years of experience in data research A willingness to learn, with a passion for a...",Not disclosed,https://www.naukri.com/job-listings-data-transformation-analyst-ii-ihs-markit-hyderabad-secunderabad-1-to-4-years-260722500581,Naukri
Business Analyst/Data analyst - Payments Domain,CGI Information Systems and Management Consultants     Private Limited,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",4-8 Yrs,17 Days Ago,08/09/2022,Should have very good communication skills / interpersonal skillsCreating Functional re...,Not disclosed,https://www.naukri.com/job-listings-business-analyst-data-analyst-payments-domain-cgi-information-systems-and-management-consultants-private-limited-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-8-years-220722908897,Naukri
Data Analyst - FinTech,Primo Hiring,"Hyderabad/Secunderabad, Kolkata, Mumbai, Pune, Chennai, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru",1-2 Yrs,11 Days Ago,08/09/2022,Knowledge of statistics and experience using statistical packages for analyzing dataset...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-fintech-primo-hiring-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-gurgaon-gurugram-delhi-ncr-bangalore-bengaluru-1-to-2-years-280722906972,Naukri
Data Analyst - FinTech,Primo Hiring,"Hyderabad/Secunderabad, Kolkata, Mumbai, Lucknow, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",1-2 Yrs,7 Days Ago,08/09/2022,Knowledge of statistics and experience using statistical packages for analyzing dataset...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-fintech-primo-hiring-kolkata-mumbai-hyderabad-secunderabad-lucknow-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-1-to-2-years-010822908760,Naukri
MIS Executive / MIS Analyst / MIS Specialists / Data Analyst,VCARVE TECHNOLOGIES PRIVATE LIMITED,Hyderabad/Secunderabad(Begumpet),2-5 Yrs,3 Days Ago,08/09/2022,Ability to process large volumes of data. Knowledge in Advanced level of MS Office appl...,Not disclosed,https://www.naukri.com/job-listings-mis-executive-mis-analyst-mis-specialists-data-analyst-vcarve-technologies-private-limited-hyderabad-secunderabad-2-to-5-years-240322010452,Naukri
Scientific Data Analyst,ManpowerGroup Services India Private Limited,,,7 Days Ago,08/09/2022,Roles and Responsibilities Job Purpose (State in one sentence the overall objective of ...,"20,00,000 - 30,00,000 PA.",https://www.naukri.com/job-listings-scientific-data-analyst-manpowergroup-services-india-private-limited-hyderabad-secunderabad-6-to-11-years-010822007420,Naukri
Data Analyst Resource- Hyderabad (UK Shift),ACS Solutions Pvt. Ltd.,Hyderabad/Secunderabad,4-9 Yrs,7 Days Ago,08/09/2022,Experience: 4- 10 Years,Not disclosed,https://www.naukri.com/job-listings-data-analyst-resource-hyderabad-uk-shift-acs-solutions-pvt-ltd-hyderabad-secunderabad-4-to-9-years-020822001465,Naukri
ASSISTANT DATA ANALYST,Aditya Pharmacy,Hyderabad/Secunderabad,0-2 Yrs,30+ Days Ago,08/09/2022,"Our Merchandising Department is. looking for an analytically-driven, . detailed-oriente...",Not disclosed,https://www.naukri.com/job-listings-assistant-data-analyst-aditya-pharmacy-hyderabad-secunderabad-0-to-2-years-231221500803,Naukri
Data Coordinator / Analyst,Sureify,,,5 Days Ago,08/09/2022,Proficient in google sheets,Not disclosed,https://www.naukri.com/job-listings-data-coordinator-analyst-sureify-labs-technology-private-limited-hyderabad-secunderabad-2-to-5-years-080222002888,Naukri
"Analyst II, Global Financial Data Operations",Duff & Phelps,Hyderabad/Secunderabad,2-5 Yrs,2 Days Ago,08/09/2022,"You will use your experience in financial research to collect, organize, prepare and ma...",Not disclosed,https://www.naukri.com/job-listings-analyst-ii-global-financial-data-operations-kroll-llc-hyderabad-secunderabad-2-to-5-years-060822904735,Naukri
Data Analyst - Cerner Skills,Tech Mahindra,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-8 Yrs,15 Days Ago,08/09/2022,"Good to know HL7, FHIR, and Interoperability","5,00,000 - 15,00,000 PA.",https://www.naukri.com/job-listings-data-analyst-cerner-skills-tech-mahindra-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-8-years-250722001879,Naukri
"Analyst II, Global Financial Data Operations",Kroll Associates (India) Pvt Ltd,Hyderabad/Secunderabad,2-5 Yrs,5 Days Ago,08/09/2022,"The successful candidate will have a Bachelor s or Master s degree in Finance, Accounti...",Not disclosed,https://www.naukri.com/job-listings-analyst-ii-global-financial-data-operations-kroll-associates-india-pvt-ltd-hyderabad-secunderabad-2-to-5-years-030822501963,Naukri
Business Data Analyst,Cyient,Hyderabad/Secunderabad,3-5 Yrs,30+ Days Ago,08/09/2022,We re looking for an experienced Business data analyst to join our team. The ideal cand...,Not disclosed,https://www.naukri.com/job-listings-business-data-analyst-cyient-limited-hyderabad-secunderabad-3-to-5-years-231121501063,Naukri
Data Analyst - CRM Platform,Artech infosystem,"Hyderabad/Secunderabad, Mumbai, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru",1-6 Yrs,30+ Days Ago,08/09/2022,Bachelors degree or equivalent 1-2 years experience in data analytics Prior programming...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-crm-platform-artech-infosystem-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-1-to-6-years-080722903046,Naukri
Data Analyst Advanced Analytics,Perceptive Analytics,Hyderabad/Secunderabad,0-3 Yrs,30+ Days Ago,08/09/2022,Expertise and strong experience in data gathering and analysisGood analytical and commu...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-advanced-analytics-perceptive-analytics-hyderabad-secunderabad-0-to-3-years-100622500775,Naukri
Business and Data Analyst,Qubit AI,Hyderabad,1-3 Yrs,30+ Days Ago,08/09/2022,Work in collaboration with the solution designer and DM analyst to develop enterprise d...,Not disclosed,https://www.naukri.com/job-listings-business-and-data-analyst-qubit-ai-hyderabad-secunderabad-1-to-3-years-190321500982,Naukri
Analyst & Lead For Data Science - Datorama,Omnicom Media Group,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",3-8 Yrs,12 Days Ago,08/09/2022,"About Annalect India We are an integral part of Annalect Global and Omnicom Group, the ...",Not disclosed,https://www.naukri.com/job-listings-analyst-lead-for-data-science-datorama-omnicom-media-group-india-private-limited-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-3-to-8-years-111121004268,Naukri
Data Analytics Analyst - Audit Team,Talent Formula,Hyderabad/Secunderabad,4-9 Yrs,10 Days Ago,08/09/2022,"Bachelors Degree in Accounting, Finance, or other closely related business fields OR Ba...","9,00,000 - 19,00,000 PA.",https://www.naukri.com/job-listings-data-analytics-analyst-audit-team-talent-formula-hyderabad-secunderabad-4-to-9-years-290722006960,Naukri
"Data Analyst, Business Excellence Services","Ryan, LLC.",Hyderabad/Secunderabad,2-4 Yrs,30+ Days Ago,08/09/2022,Duties and Responsibilities: People: Maintains a professional and positive attitude; be...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-business-excellence-services-ryan-llc-hyderabad-secunderabad-2-to-4-years-080722500592,Naukri
"Data Analyst, Business Excellence Services","Ryan, LLC.",Hyderabad/Secunderabad,2-4 Yrs,30+ Days Ago,08/09/2022,Duties and Responsibilities: People: Maintains a professional and positive attitude; be...,Not disclosed,https://www.naukri.com/job-listings-data-analyst-business-excellence-services-ryan-llc-hyderabad-secunderabad-2-to-4-years-150622500524,Naukri
